"from","to","m","km","miles","seconds","minutes","hours","mode"
"Kuala Lumpur - Wangsa Maju,Villa Wangsamas","Bukit Bintang, Kuala Lumpur",10163,10.163,6.3152882,1162,19.3666666666667,0.322777777777778,"driving"
"Kuala Lumpur - Sentul,The Capers","Kuala Lumpur, TRX",7791,7.791,4.8413274,879,14.65,0.244166666666667,"driving"
"Kuala Lumpur - Sentul,The Capers","Kuala Lumpur City Centre",9164,9.164,5.6945096,818,13.6333333333333,0.227222222222222,"driving"
"Kuala Lumpur - Sentul,The Capers","Bukit Bintang, Kuala Lumpur",7610,7.61,4.728854,902,15.0333333333333,0.250555555555556,"driving"
"Kuala Lumpur - Sungai Besi,Central Residence @ Sg Besi","Kuala Lumpur, TRX",11988,11.988,7.4493432,1096,18.2666666666667,0.304444444444444,"driving"
"Kuala Lumpur - Sungai Besi,Central Residence @ Sg Besi","Kuala Lumpur City Centre",11437,11.437,7.1069518,1065,17.75,0.295833333333333,"driving"
"Kuala Lumpur - Sungai Besi,Central Residence @ Sg Besi","Bukit Bintang, Kuala Lumpur",11421,11.421,7.0970094,1086,18.1,0.301666666666667,"driving"
"Kuala Lumpur - Kepong,Unio Residence","Kuala Lumpur, TRX",16550,16.55,10.28417,1586,26.4333333333333,0.440555555555556,"driving"
"Kuala Lumpur - Kepong,Unio Residence","Kuala Lumpur City Centre",13425,13.425,8.342295,1413,23.55,0.3925,"driving"
"Kuala Lumpur - Kepong,Unio Residence","Bukit Bintang, Kuala Lumpur",15360,15.36,9.544704,1515,25.25,0.420833333333333,"driving"
"Kuala Lumpur - Ampang,Dahlia Apartment (Ampang)","Kuala Lumpur, TRX",7324,7.324,4.5511336,870,14.5,0.241666666666667,"driving"
"Kuala Lumpur - Ampang,Dahlia Apartment (Ampang)","Kuala Lumpur City Centre",9735,9.735,6.049329,830,13.8333333333333,0.230555555555556,"driving"
"Kuala Lumpur - Ampang,Dahlia Apartment (Ampang)","Bukit Bintang, Kuala Lumpur",6757,6.757,4.1987998,860,14.3333333333333,0.238888888888889,"driving"
"Kuala Lumpur - Sungai Besi,1 Petaling","Kuala Lumpur, TRX",13246,13.246,8.2310644,1041,17.35,0.289166666666667,"driving"
"Kuala Lumpur - Sungai Besi,1 Petaling","Kuala Lumpur City Centre",11756,11.756,7.3051784,983,16.3833333333333,0.273055555555556,"driving"
"Kuala Lumpur - Sungai Besi,1 Petaling","Bukit Bintang, Kuala Lumpur",12679,12.679,7.8787306,1032,17.2,0.286666666666667,"driving"
"Kuala Lumpur - Jinjang,Pangsapuri Seroja","Kuala Lumpur, TRX",15128,15.128,9.4005392,1455,24.25,0.404166666666667,"driving"
"Kuala Lumpur - Jinjang,Pangsapuri Seroja","Kuala Lumpur City Centre",12004,12.004,7.4592856,1282,21.3666666666667,0.356111111111111,"driving"
"Kuala Lumpur - Jinjang,Pangsapuri Seroja","Bukit Bintang, Kuala Lumpur",13938,13.938,8.6610732,1384,23.0666666666667,0.384444444444444,"driving"
"Kuala Lumpur - Sri Petaling,Endah Villa","Kuala Lumpur, TRX",13697,13.697,8.5113158,1107,18.45,0.3075,"driving"
"Kuala Lumpur - Sri Petaling,Endah Villa","Kuala Lumpur City Centre",13145,13.145,8.168303,1077,17.95,0.299166666666667,"driving"
"Kuala Lumpur - Sri Petaling,Endah Villa","Bukit Bintang, Kuala Lumpur",13130,13.13,8.158982,1098,18.3,0.305,"driving"
"Kuala Lumpur - Sentul,Rica Residence Sentul","Kuala Lumpur, TRX",7672,7.672,4.7673808,838,13.9666666666667,0.232777777777778,"driving"
"Kuala Lumpur - Sentul,Rica Residence Sentul","Kuala Lumpur City Centre",5699,5.699,3.5413586,768,12.8,0.213333333333333,"driving"
"Kuala Lumpur - Sentul,Rica Residence Sentul","Bukit Bintang, Kuala Lumpur",7491,7.491,4.6549074,862,14.3666666666667,0.239444444444444,"driving"
"Kuala Lumpur - Cheras,Suasana Lumayan","Kuala Lumpur, TRX",9164,9.164,5.6945096,1130,18.8333333333333,0.313888888888889,"driving"
"Kuala Lumpur - Cheras,Suasana Lumayan","Kuala Lumpur City Centre",8587,8.587,5.3359618,1054,17.5666666666667,0.292777777777778,"driving"
"Kuala Lumpur - Cheras,Suasana Lumayan","Bukit Bintang, Kuala Lumpur",8410,8.41,5.225974,1021,17.0166666666667,0.283611111111111,"driving"
"Kuala Lumpur - Setapak,Plaza Prima Setapak","Kuala Lumpur, TRX",10566,10.566,6.5657124,1212,20.2,0.336666666666667,"driving"
"Kuala Lumpur - Setapak,Plaza Prima Setapak","Kuala Lumpur City Centre",10266,10.266,6.3792924,1223,20.3833333333333,0.339722222222222,"driving"
"Kuala Lumpur - Setapak,Plaza Prima Setapak","Bukit Bintang, Kuala Lumpur",10385,10.385,6.453239,1235,20.5833333333333,0.343055555555556,"driving"
"Kuala Lumpur - Sentul,M Centura","Kuala Lumpur, TRX",11074,11.074,6.8813836,1190,19.8333333333333,0.330555555555556,"driving"
"Kuala Lumpur - Sentul,M Centura","Kuala Lumpur City Centre",10807,10.807,6.7154698,1212,20.2,0.336666666666667,"driving"
"Kuala Lumpur - Sentul,M Centura","Bukit Bintang, Kuala Lumpur",10893,10.893,6.7689102,1213,20.2166666666667,0.336944444444444,"driving"
"Kuala Lumpur - Kepong,Residensi KepongMas","Kuala Lumpur, TRX",16561,16.561,10.2910054,1812,30.2,0.503333333333333,"driving"
"Kuala Lumpur - Kepong,Residensi KepongMas","Kuala Lumpur City Centre",13436,13.436,8.3491304,1639,27.3166666666667,0.455277777777778,"driving"
"Kuala Lumpur - Kepong,Residensi KepongMas","Bukit Bintang, Kuala Lumpur",15370,15.37,9.550918,1741,29.0166666666667,0.483611111111111,"driving"
"Kuala Lumpur - Bangsar South,Vista Angkasa","Kuala Lumpur, TRX",13000,13,8.0782,1076,17.9333333333333,0.298888888888889,"driving"
"Kuala Lumpur - Bangsar South,Vista Angkasa","Kuala Lumpur City Centre",7828,7.828,4.8643192,824,13.7333333333333,0.228888888888889,"driving"
"Kuala Lumpur - Bangsar South,Vista Angkasa","Bukit Bintang, Kuala Lumpur",9857,9.857,6.1251398,976,16.2666666666667,0.271111111111111,"driving"
"Kuala Lumpur - Setapak,The Nest Residence @ Genting Klang","Kuala Lumpur, TRX",10171,10.171,6.3202594,1113,18.55,0.309166666666667,"driving"
"Kuala Lumpur - Setapak,The Nest Residence @ Genting Klang","Kuala Lumpur City Centre",9870,9.87,6.133218,1124,18.7333333333333,0.312222222222222,"driving"
"Kuala Lumpur - Setapak,The Nest Residence @ Genting Klang","Bukit Bintang, Kuala Lumpur",9990,9.99,6.207786,1136,18.9333333333333,0.315555555555556,"driving"
"Kuala Lumpur - Setapak,Sky Awani 3 Residence Setpak","Kuala Lumpur, TRX",7561,7.561,4.6984054,1000,16.6666666666667,0.277777777777778,"driving"
"Kuala Lumpur - Setapak,Sky Awani 3 Residence Setpak","Kuala Lumpur City Centre",10924,10.924,6.7881736,1315,21.9166666666667,0.365277777777778,"driving"
"Kuala Lumpur - Setapak,Sky Awani 3 Residence Setpak","Bukit Bintang, Kuala Lumpur",7380,7.38,4.585932,1023,17.05,0.284166666666667,"driving"
"Kuala Lumpur - Pantai,OG Heights","Kuala Lumpur, TRX",14344,14.344,8.9133616,1175,19.5833333333333,0.326388888888889,"driving"
"Kuala Lumpur - Pantai,OG Heights","Kuala Lumpur City Centre",13790,13.79,8.569106,1151,19.1833333333333,0.319722222222222,"driving"
"Kuala Lumpur - Pantai,OG Heights","Bukit Bintang, Kuala Lumpur",13777,13.777,8.5610278,1165,19.4166666666667,0.323611111111111,"driving"
"Kuala Lumpur - Sri Petaling,8 Petaling","Kuala Lumpur, TRX",13603,13.603,8.4529042,1040,17.3333333333333,0.288888888888889,"driving"
"Kuala Lumpur - Sri Petaling,8 Petaling","Kuala Lumpur City Centre",13051,13.051,8.1098914,1009,16.8166666666667,0.280277777777778,"driving"
"Kuala Lumpur - Sri Petaling,8 Petaling","Bukit Bintang, Kuala Lumpur",13036,13.036,8.1005704,1030,17.1666666666667,0.286111111111111,"driving"
"Kuala Lumpur - Desa Pandan,Delima J Apartment","Kuala Lumpur, TRX",5120,5.12,3.181568,641,10.6833333333333,0.178055555555556,"driving"
"Kuala Lumpur - Desa Pandan,Delima J Apartment","Kuala Lumpur City Centre",7733,7.733,4.8052862,1066,17.7666666666667,0.296111111111111,"driving"
"Kuala Lumpur - Desa Pandan,Delima J Apartment","Bukit Bintang, Kuala Lumpur",4553,4.553,2.8292342,631,10.5166666666667,0.175277777777778,"driving"
"Kuala Lumpur - Wangsa Maju,Lexa Residence @ The Quartz WM","Kuala Lumpur, TRX",10462,10.462,6.5010868,1126,18.7666666666667,0.312777777777778,"driving"
"Kuala Lumpur - Wangsa Maju,Lexa Residence @ The Quartz WM","Kuala Lumpur City Centre",11241,11.241,6.9851574,1338,22.3,0.371666666666667,"driving"
"Kuala Lumpur - Wangsa Maju,Lexa Residence @ The Quartz WM","Bukit Bintang, Kuala Lumpur",9895,9.895,6.148753,1116,18.6,0.31,"driving"
"Kuala Lumpur - Wangsa Maju,Hedgeford 10 Residences @ Wangsa Maju","Kuala Lumpur, TRX",10450,10.45,6.49363,1142,19.0333333333333,0.317222222222222,"driving"
"Kuala Lumpur - Wangsa Maju,Hedgeford 10 Residences @ Wangsa Maju","Kuala Lumpur City Centre",11229,11.229,6.9777006,1354,22.5666666666667,0.376111111111111,"driving"
"Kuala Lumpur - Wangsa Maju,Hedgeford 10 Residences @ Wangsa Maju","Bukit Bintang, Kuala Lumpur",9883,9.883,6.1412962,1132,18.8666666666667,0.314444444444444,"driving"
"Kuala Lumpur - Brickfields,The Establishment","Kuala Lumpur, TRX",6786,6.786,4.2168204,823,13.7166666666667,0.228611111111111,"driving"
"Kuala Lumpur - Brickfields,The Establishment","Kuala Lumpur City Centre",3892,3.892,2.4184888,557,9.28333333333333,0.154722222222222,"driving"
"Kuala Lumpur - Brickfields,The Establishment","Bukit Bintang, Kuala Lumpur",6032,6.032,3.7482848,713,11.8833333333333,0.198055555555556,"driving"
"Kuala Lumpur - Kepong,The Henge Kepong","Kuala Lumpur, TRX",16785,16.785,10.430199,1679,27.9833333333333,0.466388888888889,"driving"
"Kuala Lumpur - Kepong,The Henge Kepong","Kuala Lumpur City Centre",13660,13.66,8.488324,1507,25.1166666666667,0.418611111111111,"driving"
"Kuala Lumpur - Kepong,The Henge Kepong","Bukit Bintang, Kuala Lumpur",15595,15.595,9.690733,1608,26.8,0.446666666666667,"driving"
"Kuala Lumpur - Bukit Jalil,Vista Komanwel A","Kuala Lumpur, TRX",15450,15.45,9.60063,1207,20.1166666666667,0.335277777777778,"driving"
"Kuala Lumpur - Bukit Jalil,Vista Komanwel A","Kuala Lumpur City Centre",14899,14.899,9.2582386,1177,19.6166666666667,0.326944444444444,"driving"
"Kuala Lumpur - Bukit Jalil,Vista Komanwel A","Bukit Bintang, Kuala Lumpur",14883,14.883,9.2482962,1198,19.9666666666667,0.332777777777778,"driving"
"Kuala Lumpur - Sentul,Apartment Sentul","Kuala Lumpur, TRX",12028,12.028,7.4741992,1443,24.05,0.400833333333333,"driving"
"Kuala Lumpur - Sentul,Apartment Sentul","Kuala Lumpur City Centre",12398,12.398,7.7041172,1283,21.3833333333333,0.356388888888889,"driving"
"Kuala Lumpur - Sentul,Apartment Sentul","Bukit Bintang, Kuala Lumpur",14333,14.333,8.9065262,1385,23.0833333333333,0.384722222222222,"driving"
"Kuala Lumpur - Jalan Ipoh,Lakeville Residence","Kuala Lumpur, TRX",13278,13.278,8.2509492,1155,19.25,0.320833333333333,"driving"
"Kuala Lumpur - Jalan Ipoh,Lakeville Residence","Kuala Lumpur City Centre",10153,10.153,6.3090742,982,16.3666666666667,0.272777777777778,"driving"
"Kuala Lumpur - Jalan Ipoh,Lakeville Residence","Bukit Bintang, Kuala Lumpur",12088,12.088,7.5114832,1084,18.0666666666667,0.301111111111111,"driving"
"Kuala Lumpur - Setapak,Vista Langkawi @ PV18","Kuala Lumpur, TRX",10135,10.135,6.297889,1141,19.0166666666667,0.316944444444444,"driving"
"Kuala Lumpur - Setapak,Vista Langkawi @ PV18","Kuala Lumpur City Centre",9835,9.835,6.111469,1152,19.2,0.32,"driving"
"Kuala Lumpur - Setapak,Vista Langkawi @ PV18","Bukit Bintang, Kuala Lumpur",9954,9.954,6.1854156,1165,19.4166666666667,0.323611111111111,"driving"
"Kuala Lumpur - Cheras,Residensi Alam Damai (PR1MA @ Alam Damai)","Kuala Lumpur, TRX",16938,16.938,10.5252732,1431,23.85,0.3975,"driving"
"Kuala Lumpur - Cheras,Residensi Alam Damai (PR1MA @ Alam Damai)","Kuala Lumpur City Centre",13078,13.078,8.1266692,1405,23.4166666666667,0.390277777777778,"driving"
"Kuala Lumpur - Cheras,Residensi Alam Damai (PR1MA @ Alam Damai)","Bukit Bintang, Kuala Lumpur",12901,12.901,8.0166814,1372,22.8666666666667,0.381111111111111,"driving"
"Kuala Lumpur - Kuchai Lama,Platinum OUG Residence","Kuala Lumpur, TRX",10366,10.366,6.4414324,1040,17.3333333333333,0.288888888888889,"driving"
"Kuala Lumpur - Kuchai Lama,Platinum OUG Residence","Kuala Lumpur City Centre",9829,9.829,6.1077406,1036,17.2666666666667,0.287777777777778,"driving"
"Kuala Lumpur - Kuchai Lama,Platinum OUG Residence","Bukit Bintang, Kuala Lumpur",9799,9.799,6.0890986,1030,17.1666666666667,0.286111111111111,"driving"
"Kuala Lumpur - Desa Pandan,Residensi Pandanmas 1","Kuala Lumpur, TRX",4611,4.611,2.8652754,713,11.8833333333333,0.198055555555556,"driving"
"Kuala Lumpur - Desa Pandan,Residensi Pandanmas 1","Kuala Lumpur City Centre",9911,9.911,6.1586954,1036,17.2666666666667,0.287777777777778,"driving"
"Kuala Lumpur - Desa Pandan,Residensi Pandanmas 1","Bukit Bintang, Kuala Lumpur",4044,4.044,2.5129416,704,11.7333333333333,0.195555555555556,"driving"
"Kuala Lumpur - Setapak,Flat Taman Melati","Kuala Lumpur, TRX",17906,17.906,11.1267884,1391,23.1833333333333,0.386388888888889,"driving"
"Kuala Lumpur - Setapak,Flat Taman Melati","Kuala Lumpur City Centre",17639,17.639,10.9608746,1413,23.55,0.3925,"driving"
"Kuala Lumpur - Setapak,Flat Taman Melati","Bukit Bintang, Kuala Lumpur",17725,17.725,11.014315,1414,23.5666666666667,0.392777777777778,"driving"
"Kuala Lumpur - Kepong,First Residence","Kuala Lumpur, TRX",15839,15.839,9.8423546,1501,25.0166666666667,0.416944444444444,"driving"
"Kuala Lumpur - Kepong,First Residence","Kuala Lumpur City Centre",12714,12.714,7.9004796,1329,22.15,0.369166666666667,"driving"
"Kuala Lumpur - Kepong,First Residence","Bukit Bintang, Kuala Lumpur",14649,14.649,9.1028886,1430,23.8333333333333,0.397222222222222,"driving"
"Kuala Lumpur - Jalan Sultan Ismail,Regalia Residence","Kuala Lumpur, TRX",7312,7.312,4.5436768,872,14.5333333333333,0.242222222222222,"driving"
"Kuala Lumpur - Jalan Sultan Ismail,Regalia Residence","Kuala Lumpur City Centre",5117,5.117,3.1797038,771,12.85,0.214166666666667,"driving"
"Kuala Lumpur - Jalan Sultan Ismail,Regalia Residence","Bukit Bintang, Kuala Lumpur",7052,7.052,4.3821128,872,14.5333333333333,0.242222222222222,"driving"
"Kuala Lumpur - KL City,Mercu Summer Suites @ Kuala Lumpur","Kuala Lumpur, TRX",2836,2.836,1.7622904,629,10.4833333333333,0.174722222222222,"driving"
"Kuala Lumpur - KL City,Mercu Summer Suites @ Kuala Lumpur","Kuala Lumpur City Centre",2975,2.975,1.848665,734,12.2333333333333,0.203888888888889,"driving"
"Kuala Lumpur - KL City,Mercu Summer Suites @ Kuala Lumpur","Bukit Bintang, Kuala Lumpur",2423,2.423,1.5056522,612,10.2,0.17,"driving"
"Kuala Lumpur - Kepong,Vista Saujana","Kuala Lumpur, TRX",23142,23.142,14.3804388,1909,31.8166666666667,0.530277777777778,"driving"
"Kuala Lumpur - Kepong,Vista Saujana","Kuala Lumpur City Centre",19721,19.721,12.2546294,1658,27.6333333333333,0.460555555555556,"driving"
"Kuala Lumpur - Kepong,Vista Saujana","Bukit Bintang, Kuala Lumpur",21467,21.467,13.3395938,1760,29.3333333333333,0.488888888888889,"driving"
"Kuala Lumpur - Setapak,Teratai Mewah Apartment","Kuala Lumpur, TRX",9907,9.907,6.1562098,1184,19.7333333333333,0.328888888888889,"driving"
"Kuala Lumpur - Setapak,Teratai Mewah Apartment","Kuala Lumpur City Centre",9607,9.607,5.9697898,1196,19.9333333333333,0.332222222222222,"driving"
"Kuala Lumpur - Setapak,Teratai Mewah Apartment","Bukit Bintang, Kuala Lumpur",9726,9.726,6.0437364,1208,20.1333333333333,0.335555555555556,"driving"
"Kuala Lumpur - Bangsar,Bangsar Permai","Kuala Lumpur, TRX",8085,8.085,5.024019,1002,16.7,0.278333333333333,"driving"
"Kuala Lumpur - Bangsar,Bangsar Permai","Kuala Lumpur City Centre",5190,5.19,3.225066,736,12.2666666666667,0.204444444444444,"driving"
"Kuala Lumpur - Bangsar,Bangsar Permai","Bukit Bintang, Kuala Lumpur",7330,7.33,4.554862,893,14.8833333333333,0.248055555555556,"driving"
"Kuala Lumpur - Cheras,Bayu Tasik 2","Kuala Lumpur, TRX",9317,9.317,5.7895838,1089,18.15,0.3025,"driving"
"Kuala Lumpur - Cheras,Bayu Tasik 2","Kuala Lumpur City Centre",8740,8.74,5.431036,1012,16.8666666666667,0.281111111111111,"driving"
"Kuala Lumpur - Cheras,Bayu Tasik 2","Bukit Bintang, Kuala Lumpur",8563,8.563,5.3210482,979,16.3166666666667,0.271944444444444,"driving"
"Kuala Lumpur - Bukit Jalil,Platinum Oug Residence","Kuala Lumpur, TRX",15034,15.034,9.3421276,1258,20.9666666666667,0.349444444444444,"driving"
"Kuala Lumpur - Bukit Jalil,Platinum Oug Residence","Kuala Lumpur City Centre",14480,14.48,8.997872,1235,20.5833333333333,0.343055555555556,"driving"
"Kuala Lumpur - Bukit Jalil,Platinum Oug Residence","Bukit Bintang, Kuala Lumpur",14467,14.467,8.9897938,1249,20.8166666666667,0.346944444444444,"driving"
"Kuala Lumpur - Jalan Ipoh,Casa Idaman","Kuala Lumpur, TRX",11919,11.919,7.4064666,1487,24.7833333333333,0.413055555555556,"driving"
"Kuala Lumpur - Jalan Ipoh,Casa Idaman","Kuala Lumpur City Centre",12289,12.289,7.6363846,1327,22.1166666666667,0.368611111111111,"driving"
"Kuala Lumpur - Jalan Ipoh,Casa Idaman","Bukit Bintang, Kuala Lumpur",14224,14.224,8.8387936,1428,23.8,0.396666666666667,"driving"
"Kuala Lumpur - Bangsar South,Flat Taman Bukit Angkasa","Kuala Lumpur, TRX",13516,13.516,8.3988424,1267,21.1166666666667,0.351944444444444,"driving"
"Kuala Lumpur - Bangsar South,Flat Taman Bukit Angkasa","Kuala Lumpur City Centre",7417,7.417,4.6089238,931,15.5166666666667,0.258611111111111,"driving"
"Kuala Lumpur - Bangsar South,Flat Taman Bukit Angkasa","Bukit Bintang, Kuala Lumpur",9558,9.558,5.9393412,1087,18.1166666666667,0.301944444444444,"driving"
"Kuala Lumpur - Setapak,Platinum Lake PV 21","Kuala Lumpur, TRX",10030,10.03,6.232642,1131,18.85,0.314166666666667,"driving"
"Kuala Lumpur - Setapak,Platinum Lake PV 21","Kuala Lumpur City Centre",9730,9.73,6.046222,1142,19.0333333333333,0.317222222222222,"driving"
"Kuala Lumpur - Setapak,Platinum Lake PV 21","Bukit Bintang, Kuala Lumpur",9849,9.849,6.1201686,1154,19.2333333333333,0.320555555555556,"driving"
"Kuala Lumpur - Setapak,Platinum Lake PV 20","Kuala Lumpur, TRX",10458,10.458,6.4986012,1191,19.85,0.330833333333333,"driving"
"Kuala Lumpur - Setapak,Platinum Lake PV 20","Kuala Lumpur City Centre",10157,10.157,6.3115598,1202,20.0333333333333,0.333888888888889,"driving"
"Kuala Lumpur - Setapak,Platinum Lake PV 20","Bukit Bintang, Kuala Lumpur",10277,10.277,6.3861278,1214,20.2333333333333,0.337222222222222,"driving"
"Kuala Lumpur - Cheras,M Vertica","Kuala Lumpur, TRX",5462,5.462,3.3940868,821,13.6833333333333,0.228055555555556,"driving"
"Kuala Lumpur - Cheras,M Vertica","Kuala Lumpur City Centre",7097,7.097,4.4100758,678,11.3,0.188333333333333,"driving"
"Kuala Lumpur - Cheras,M Vertica","Bukit Bintang, Kuala Lumpur",6859,6.859,4.2621826,709,11.8166666666667,0.196944444444444,"driving"
"Kuala Lumpur - KL City,Impian Kota","Kuala Lumpur, TRX",5570,5.57,3.461198,812,13.5333333333333,0.225555555555556,"driving"
"Kuala Lumpur - KL City,Impian Kota","Kuala Lumpur City Centre",2557,2.557,1.5889198,365,6.08333333333333,0.101388888888889,"driving"
"Kuala Lumpur - KL City,Impian Kota","Bukit Bintang, Kuala Lumpur",3707,3.707,2.3035298,658,10.9666666666667,0.182777777777778,"driving"
"Kuala Lumpur - Kepong,Desa Dua Aman Puri","Kuala Lumpur, TRX",16649,16.649,10.3456886,1595,26.5833333333333,0.443055555555556,"driving"
"Kuala Lumpur - Kepong,Desa Dua Aman Puri","Kuala Lumpur City Centre",13524,13.524,8.4038136,1422,23.7,0.395,"driving"
"Kuala Lumpur - Kepong,Desa Dua Aman Puri","Bukit Bintang, Kuala Lumpur",15459,15.459,9.6062226,1524,25.4,0.423333333333333,"driving"
"Kuala Lumpur - Bukit Jalil,The Andes Condo Villa @ Bukit Jalil","Kuala Lumpur, TRX",16435,16.435,10.212709,1518,25.3,0.421666666666667,"driving"
"Kuala Lumpur - Bukit Jalil,The Andes Condo Villa @ Bukit Jalil","Kuala Lumpur City Centre",12387,12.387,7.6972818,1387,23.1166666666667,0.385277777777778,"driving"
"Kuala Lumpur - Bukit Jalil,The Andes Condo Villa @ Bukit Jalil","Bukit Bintang, Kuala Lumpur",15868,15.868,9.8603752,1508,25.1333333333333,0.418888888888889,"driving"
"Kuala Lumpur - Kepong,Kepong Sentral Condominium","Kuala Lumpur, TRX",23816,23.816,14.7992624,1824,30.4,0.506666666666667,"driving"
"Kuala Lumpur - Kepong,Kepong Sentral Condominium","Kuala Lumpur City Centre",18426,18.426,11.4499164,1652,27.5333333333333,0.458888888888889,"driving"
"Kuala Lumpur - Kepong,Kepong Sentral Condominium","Bukit Bintang, Kuala Lumpur",20361,20.361,12.6523254,1753,29.2166666666667,0.486944444444444,"driving"
"Kuala Lumpur - Pandan Indah,Nuri Court","Kuala Lumpur, TRX",8145,8.145,5.061303,1077,17.95,0.299166666666667,"driving"
"Kuala Lumpur - Pandan Indah,Nuri Court","Kuala Lumpur City Centre",10556,10.556,6.5594984,1038,17.3,0.288333333333333,"driving"
"Kuala Lumpur - Pandan Indah,Nuri Court","Bukit Bintang, Kuala Lumpur",7578,7.578,4.7089692,1068,17.8,0.296666666666667,"driving"
"Kuala Lumpur - Mont Kiara,Mont Kiara Astana","Kuala Lumpur, TRX",13489,13.489,8.3820646,1457,24.2833333333333,0.404722222222222,"driving"
"Kuala Lumpur - Mont Kiara,Mont Kiara Astana","Kuala Lumpur City Centre",10364,10.364,6.4401896,1285,21.4166666666667,0.356944444444444,"driving"
"Kuala Lumpur - Mont Kiara,Mont Kiara Astana","Bukit Bintang, Kuala Lumpur",12299,12.299,7.6425986,1386,23.1,0.385,"driving"
"Kuala Lumpur - Desa Pandan,Sentrio Suites","Kuala Lumpur, TRX",4689,4.689,2.9137446,600,10,0.166666666666667,"driving"
"Kuala Lumpur - Desa Pandan,Sentrio Suites","Kuala Lumpur City Centre",7301,7.301,4.5368414,1024,17.0666666666667,0.284444444444444,"driving"
"Kuala Lumpur - Desa Pandan,Sentrio Suites","Bukit Bintang, Kuala Lumpur",4122,4.122,2.5614108,590,9.83333333333333,0.163888888888889,"driving"
